brand,category,collected_at,error,excluded_reason,match_score,price_krw,result_title,seed_product,seed_query,source,status,url,usable_for_baseline,volume_hint
조선미녀,선케어,20260614T072339Z,,mask_or_pack_variant,80,29490,크리클팩토리 조선 미녀 조선 미녀 맑은 쌀 선크림 + 스트레스볼 4종 춘식이 아쿠아프레쉬 50mL 2입 기획,맑은쌀 선크림,조선미녀 맑은쌀 선크림,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=EE128&link_prod_c=4779728529&keyword=%EC%A1%B0%EC%84%A0%EB%AF%B8%EB%85%80+%EB%A7%91%EC%9D%80%EC%8C%80+%EC%84%A0%ED%81%AC%EB%A6%BC&r=17814218267109&cate=1833257,False,50ml
조선미녀,선케어,20260614T072339Z,,,80,29230,조선 미녀 맑은 쌀 선크림 50mL 기획 + &&& 춘식이 맑은 쌀 선크림 2입 + 스트레스볼,맑은쌀 선크림,조선미녀 맑은쌀 선크림,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=TH201&link_prod_c=9426935613&keyword=%EC%A1%B0%EC%84%A0%EB%AF%B8%EB%85%80+%EB%A7%91%EC%9D%80%EC%8C%80+%EC%84%A0%ED%81%AC%EB%A6%BC&r=17814218265385&cate=1833257,True,50ml
조선미녀,선케어,20260614T072339Z,,,80,187190,조선 미녀 맑은 쌀 선크림 아쿠아 프레쉬 50ml 12개,맑은쌀 선크림,조선미녀 맑은쌀 선크림,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=TH201&link_prod_c=9341049556&keyword=%EC%A1%B0%EC%84%A0%EB%AF%B8%EB%85%80+%EB%A7%91%EC%9D%80%EC%8C%80+%EC%84%A0%ED%81%AC%EB%A6%BC&r=17814218266343&cate=1833257,True,50ml
조선미녀,선케어,20260614T072339Z,,,80,32850,조선 미녀 맑은 쌀 선크림 아쿠아프레쉬 SPF50+ PA++++ 50ml 2입 기획 (+춘식이스트레스볼),맑은쌀 선크림,조선미녀 맑은쌀 선크림,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=TH201&link_prod_c=9273684764&keyword=%EC%A1%B0%EC%84%A0%EB%AF%B8%EB%85%80+%EB%A7%91%EC%9D%80%EC%8C%80+%EC%84%A0%ED%81%AC%EB%A6%BC&r=17814218264097&cate=1833257,True,50ml
조선미녀,선케어,20260614T072339Z,,,80,42550,조선 미녀 맑은 쌀 선크림 50ml 3개,맑은쌀 선크림,조선미녀 맑은쌀 선크림,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=TH201&link_prod_c=8509234180&keyword=%EC%A1%B0%EC%84%A0%EB%AF%B8%EB%85%80+%EB%A7%91%EC%9D%80%EC%8C%80+%EC%84%A0%ED%81%AC%EB%A6%BC&r=17814218268107&cate=1833257,True,50ml
조선미녀,선케어,20260614T072339Z,,,80,23110,조선 미녀 맑은 쌀 선크림 아쿠아프레쉬 50ml,맑은쌀 선크림,조선미녀 맑은쌀 선크림,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=TH201&link_prod_c=9302509266&keyword=%EC%A1%B0%EC%84%A0%EB%AF%B8%EB%85%80+%EB%A7%91%EC%9D%80%EC%8C%80+%EC%84%A0%ED%81%AC%EB%A6%BC&r=17814218263725&cate=1833257,True,50ml
닥터지,선케어,20260614T072339Z,,,90,10720,닥터지 그린 마일드 업 선 플러스 50ml,그린 마일드 업 선 플러스,닥터지 그린 마일드 업 선 플러스,danawa,200,https://prod.danawa.com/info/?pcode=11187765&keyword=%EB%8B%A5%ED%84%B0%EC%A7%80+%EA%B7%B8%EB%A6%B0+%EB%A7%88%EC%9D%BC%EB%93%9C+%EC%97%85+%EC%84%A0+%ED%94%8C%EB%9F%AC%EC%8A%A4&cate=1833257,True,50ml
닥터지,선케어,20260614T072339Z,,,90,23400,닥터지 그린 마일드 업 선 플러스 50ml 2개+10ml 3개,그린 마일드 업 선 플러스,닥터지 그린 마일드 업 선 플러스,danawa,200,https://prod.danawa.com/info/?pcode=116413744&keyword=%EB%8B%A5%ED%84%B0%EC%A7%80+%EA%B7%B8%EB%A6%B0+%EB%A7%88%EC%9D%BC%EB%93%9C+%EC%97%85+%EC%84%A0+%ED%94%8C%EB%9F%AC%EC%8A%A4&cate=1833257,True,50ml
닥터지,선케어,20260614T072339Z,,,70,9720,닥터지 그린 마일드 업 선 플러스 35ml,그린 마일드 업 선 플러스,닥터지 그린 마일드 업 선 플러스,danawa,200,https://prod.danawa.com/info/?pcode=13822634&keyword=%EB%8B%A5%ED%84%B0%EC%A7%80+%EA%B7%B8%EB%A6%B0+%EB%A7%88%EC%9D%BC%EB%93%9C+%EC%97%85+%EC%84%A0+%ED%94%8C%EB%9F%AC%EC%8A%A4&cate=1833257,True,50ml
닥터지,선케어,20260614T072339Z,,,90,32140,닥터지 그린 마일드 업 선 플러스 50ml 2개+10ml 2개,그린 마일드 업 선 플러스,닥터지 그린 마일드 업 선 플러스,danawa,200,https://prod.danawa.com/info/?pcode=79702583&keyword=%EB%8B%A5%ED%84%B0%EC%A7%80+%EA%B7%B8%EB%A6%B0+%EB%A7%88%EC%9D%BC%EB%93%9C+%EC%97%85+%EC%84%A0+%ED%94%8C%EB%9F%AC%EC%8A%A4&cate=1833257,True,50ml
닥터지,선케어,20260614T072339Z,,,90,18900,닥터지 그린 마일드 업 선 플러스 50mL FREE,그린 마일드 업 선 플러스,닥터지 그린 마일드 업 선 플러스,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=TP40F&link_prod_c=I28665673830&keyword=%EB%8B%A5%ED%84%B0%EC%A7%80+%EA%B7%B8%EB%A6%B0+%EB%A7%88%EC%9D%BC%EB%93%9C+%EC%97%85+%EC%84%A0+%ED%94%8C%EB%9F%AC%EC%8A%A4&r=17814218286540&cate=1833257,True,50ml
닥터지,선케어,20260614T072339Z,,,70,14230,[셀러허브] 닥터지 그린 마일드 업 선 플러스 35ml (S33147067),그린 마일드 업 선 플러스,닥터지 그린 마일드 업 선 플러스,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=TH201&link_prod_c=9185077245&keyword=%EB%8B%A5%ED%84%B0%EC%A7%80+%EA%B7%B8%EB%A6%B0+%EB%A7%88%EC%9D%BC%EB%93%9C+%EC%97%85+%EC%84%A0+%ED%94%8C%EB%9F%AC%EC%8A%A4&r=17814218285078&cate=1833257,True,50ml
닥터지,선케어,20260614T072339Z,,,90,26230,닥터지 그린 마일드 업 선 플러스 50ml+50ml 썬크림 민감성 자외선차단제 무기자차 선크림,그린 마일드 업 선 플러스,닥터지 그린 마일드 업 선 플러스,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=TH201&link_prod_c=9149507288&keyword=%EB%8B%A5%ED%84%B0%EC%A7%80+%EA%B7%B8%EB%A6%B0+%EB%A7%88%EC%9D%BC%EB%93%9C+%EC%97%85+%EC%84%A0+%ED%94%8C%EB%9F%AC%EC%8A%A4&r=17814218282651&cate=1833257,True,50ml
닥터지,선케어,20260614T072339Z,,,90,55750,닥터지 그린 마일드 업 선 플러스 50ml x4개 민감피부 무기자차선크림,그린 마일드 업 선 플러스,닥터지 그린 마일드 업 선 플러스,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=TH201&link_prod_c=9161346364&keyword=%EB%8B%A5%ED%84%B0%EC%A7%80+%EA%B7%B8%EB%A6%B0+%EB%A7%88%EC%9D%BC%EB%93%9C+%EC%97%85+%EC%84%A0+%ED%94%8C%EB%9F%AC%EC%8A%A4&r=17814218288237&cate=1833257,True,50ml
아비브,선케어,20260614T072339Z,,,80,15280,아비브 어성초 선 에센스 카밍 드롭 50ml,어성초 선 에센스,아비브 어성초 선 에센스,danawa,200,https://prod.danawa.com/info/?pcode=117606866&keyword=%EC%95%84%EB%B9%84%EB%B8%8C+%EC%96%B4%EC%84%B1%EC%B4%88+%EC%84%A0+%EC%97%90%EC%84%BC%EC%8A%A4&cate=1833257,True,50ml
아비브,선케어,20260614T072339Z,,,70,17010,아비브 하트리프 선 에센스 카밍 드롭 50ml,어성초 선 에센스,아비브 어성초 선 에센스,danawa,200,https://prod.danawa.com/info/?pcode=119589363&keyword=%EC%95%84%EB%B9%84%EB%B8%8C+%EC%96%B4%EC%84%B1%EC%B4%88+%EC%84%A0+%EC%97%90%EC%84%BC%EC%8A%A4&cate=18313894,True,50ml
아비브,선케어,20260614T072339Z,,category_term_missing,80,37600,코스맥스 아비브 어성초 선 썬 크림 에센스 세럼 추천 50ml,어성초 선 에센스,아비브 어성초 선 에센스,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE309&link_prod_c=LO2510292713&keyword=%EC%95%84%EB%B9%84%EB%B8%8C+%EC%96%B4%EC%84%B1%EC%B4%88+%EC%84%A0+%EC%97%90%EC%84%BC%EC%8A%A4&r=17814218305512&cate=18255393,False,50ml
아비브,선케어,20260614T072339Z,,category_term_missing,80,45470,아비브 어성초 선 썬 크림 에센스 세럼 추천 50ml,어성초 선 에센스,아비브 어성초 선 에센스,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=EE309&link_prod_c=LO2516227388&keyword=%EC%95%84%EB%B9%84%EB%B8%8C+%EC%96%B4%EC%84%B1%EC%B4%88+%EC%84%A0+%EC%97%90%EC%84%BC%EC%8A%A4&r=17814218302065&cate=1833257,False,50ml
아비브,선케어,20260614T072339Z,,,80,22500,아비브 어성초 선 에센스 카밍 드롭 50ml SPF 50+ PA++++ 피부 자극 진정,어성초 선 에센스,아비브 어성초 선 에센스,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=EE715&link_prod_c=F506243898&keyword=%EC%95%84%EB%B9%84%EB%B8%8C+%EC%96%B4%EC%84%B1%EC%B4%88+%EC%84%A0+%EC%97%90%EC%84%BC%EC%8A%A4&r=17814218301774&cate=1833257,True,50ml
아비브,선케어,20260614T072339Z,,category_term_missing,80,40220,아비브 어성초 선 썬 크림 에센스 세럼 추천 50ml,어성초 선 에센스,아비브 어성초 선 에센스,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE715&link_prod_c=F263258974&keyword=%EC%95%84%EB%B9%84%EB%B8%8C+%EC%96%B4%EC%84%B1%EC%B4%88+%EC%84%A0+%EC%97%90%EC%84%BC%EC%8A%A4&r=17814218307936&cate=18255393,False,50ml
아비브,선케어,20260614T072339Z,,category_term_missing,80,40230,아비브 어성초 선 썬 크림 에센스 세럼 추천 50ml,어성초 선 에센스,아비브 어성초 선 에센스,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE128&link_prod_c=4460735725&keyword=%EC%95%84%EB%B9%84%EB%B8%8C+%EC%96%B4%EC%84%B1%EC%B4%88+%EC%84%A0+%EC%97%90%EC%84%BC%EC%8A%A4&r=17814218304114&cate=18255393,False,50ml
아비브,선케어,20260614T072339Z,,,80,22500,아비브 어성초 선 에센스 카밍 드롭 50ml SPF 50+ PA++++ 피부 자극 진정,어성초 선 에센스,아비브 어성초 선 에센스,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228064&cate_c3=228259&cate_c4=229756&cmpny_c=EE128&link_prod_c=4700193383&keyword=%EC%95%84%EB%B9%84%EB%B8%8C+%EC%96%B4%EC%84%B1%EC%B4%88+%EC%84%A0+%EC%97%90%EC%84%BC%EC%8A%A4&r=17814218308896&cate=1833257,True,50ml
라로슈포제,선케어,20260614T072339Z,,,50,29490,라로슈 포제 유비데아 안뗄리오스 멜트인 크림 30ml,안뗄리오스 선크림,라로슈포제 안뗄리오스 선크림,danawa,200,https://prod.danawa.com/info/?pcode=43888979&keyword=%EB%9D%BC%EB%A1%9C%EC%8A%88%ED%8F%AC%EC%A0%9C+%EC%95%88%EB%97%84%EB%A6%AC%EC%98%A4%EC%8A%A4+%EC%84%A0%ED%81%AC%EB%A6%BC&cate=1833257,True,50ml
라로슈포제,선케어,20260614T072339Z,,,70,21470,라로슈 포제 안뗄리오스 울트라 라이트 선플루이드 50ml,안뗄리오스 선크림,라로슈포제 안뗄리오스 선크림,danawa,200,https://prod.danawa.com/info/?pcode=11332185&keyword=%EB%9D%BC%EB%A1%9C%EC%8A%88%ED%8F%AC%EC%A0%9C+%EC%95%88%EB%97%84%EB%A6%AC%EC%98%A4%EC%8A%A4+%EC%84%A0%ED%81%AC%EB%A6%BC&cate=1833257,True,50ml
라로슈포제,선케어,20260614T072339Z,,,60,29490,라로슈 포제 유비데아 안뗄리오스 톤업 라이트 선크림 30ml,안뗄리오스 선크림,라로슈포제 안뗄리오스 선크림,danawa,200,https://prod.danawa.com/info/?pcode=32899139&keyword=%EB%9D%BC%EB%A1%9C%EC%8A%88%ED%8F%AC%EC%A0%9C+%EC%95%88%EB%97%84%EB%A6%AC%EC%98%A4%EC%8A%A4+%EC%84%A0%ED%81%AC%EB%A6%BC&cate=1833257,True,50ml
라로슈포제,선케어,20260614T072339Z,,,80,18797,라로슈 포제 안뗄리오스 울트라 선크림 50ml,안뗄리오스 선크림,라로슈포제 안뗄리오스 선크림,danawa,200,https://prod.danawa.com/info/?pcode=116119555&keyword=%EB%9D%BC%EB%A1%9C%EC%8A%88%ED%8F%AC%EC%A0%9C+%EC%95%88%EB%97%84%EB%A6%AC%EC%98%A4%EC%8A%A4+%EC%84%A0%ED%81%AC%EB%A6%BC&cate=1833257,True,50ml
라로슈포제,선케어,20260614T072339Z,,,70,22650,라로슈 포제 안뗄리오스 오일컨트롤 썬 젤-크림 SPF50+ 50ml,안뗄리오스 선크림,라로슈포제 안뗄리오스 선크림,danawa,200,https://prod.danawa.com/info/?pcode=79702820&keyword=%EB%9D%BC%EB%A1%9C%EC%8A%88%ED%8F%AC%EC%A0%9C+%EC%95%88%EB%97%84%EB%A6%AC%EC%98%A4%EC%8A%A4+%EC%84%A0%ED%81%AC%EB%A6%BC&cate=1833257,True,50ml
라로슈포제,선케어,20260614T072339Z,,,60,29500,라로슈 포제 유비데아 안뗄리오스 톤업 로지 선크림 30ml,안뗄리오스 선크림,라로슈포제 안뗄리오스 선크림,danawa,200,https://prod.danawa.com/info/?pcode=93047861&keyword=%EB%9D%BC%EB%A1%9C%EC%8A%88%ED%8F%AC%EC%A0%9C+%EC%95%88%EB%97%84%EB%A6%AC%EC%98%A4%EC%8A%A4+%EC%84%A0%ED%81%AC%EB%A6%BC&cate=1833257,True,50ml
라로슈포제,선케어,20260614T072339Z,,,80,49900,라로슈 포제 안뗄리오스 무향 울트라 선크림 50ml,안뗄리오스 선크림,라로슈포제 안뗄리오스 선크림,danawa,200,https://prod.danawa.com/info/?pcode=116304337&keyword=%EB%9D%BC%EB%A1%9C%EC%8A%88%ED%8F%AC%EC%A0%9C+%EC%95%88%EB%97%84%EB%A6%AC%EC%98%A4%EC%8A%A4+%EC%84%A0%ED%81%AC%EB%A6%BC&cate=1833257,True,50ml
라로슈포제,선케어,20260614T072339Z,,,50,44810,라로슈 포제 안뗄리오스 톤업 클리어 30ml,안뗄리오스 선크림,라로슈포제 안뗄리오스 선크림,danawa,200,https://prod.danawa.com/info/?pcode=43889051&keyword=%EB%9D%BC%EB%A1%9C%EC%8A%88%ED%8F%AC%EC%A0%9C+%EC%95%88%EB%97%84%EB%A6%AC%EC%98%A4%EC%8A%A4+%EC%84%A0%ED%81%AC%EB%A6%BC&cate=1833257,True,50ml
아누아,토너,20260614T072339Z,,,90,12400,아누아 어성초 77 % 진정 토너 250ml,어성초 77 수딩 토너,아누아 어성초 77 토너,danawa,200,https://prod.danawa.com/info/?pcode=71589449&keyword=%EC%95%84%EB%88%84%EC%95%84+%EC%96%B4%EC%84%B1%EC%B4%88+77+%ED%86%A0%EB%84%88&cate=18255391,True,250ml
아누아,토너,20260614T072339Z,,,70,42900,아누아 어성초 77 % 진정 토너 500ml,어성초 77 수딩 토너,아누아 어성초 77 토너,danawa,200,https://prod.danawa.com/info/?pcode=12664208&keyword=%EC%95%84%EB%88%84%EC%95%84+%EC%96%B4%EC%84%B1%EC%B4%88+77+%ED%86%A0%EB%84%88&cate=18255391,True,250ml
아누아,토너,20260614T072339Z,,,70,30450,아누아 어성초 77 수딩 토너 350ml,어성초 77 수딩 토너,아누아 어성초 77 토너,danawa,200,https://prod.danawa.com/info/?pcode=14507213&keyword=%EC%95%84%EB%88%84%EC%95%84+%EC%96%B4%EC%84%B1%EC%B4%88+77+%ED%86%A0%EB%84%88&cate=18255391,True,250ml
아누아,토너,20260614T072339Z,,,70,16200,아누아 어성초 77 % 수딩 토너 (구) 350ml,어성초 77 수딩 토너,아누아 어성초 77 토너,danawa,200,https://prod.danawa.com/info/?pcode=97743473&keyword=%EC%95%84%EB%88%84%EC%95%84+%EC%96%B4%EC%84%B1%EC%B4%88+77+%ED%86%A0%EB%84%88&cate=18255391,True,250ml
아누아,토너,20260614T072339Z,,,70,30450,아누아 어성초 77 % 수딩 토너 350ml 기획,어성초 77 수딩 토너,아누아 어성초 77 토너,danawa,200,https://prod.danawa.com/info/?pcode=122026437&keyword=%EC%95%84%EB%88%84%EC%95%84+%EC%96%B4%EC%84%B1%EC%B4%88+77+%ED%86%A0%EB%84%88&cate=18255391,True,250ml
아누아,토너,20260614T072339Z,,mask_or_pack_variant,70,19800,아누아 어성초 77 % 수딩 토너 350ml 리필팩,어성초 77 수딩 토너,아누아 어성초 77 토너,danawa,200,https://prod.danawa.com/info/?pcode=74985383&keyword=%EC%95%84%EB%88%84%EC%95%84+%EC%96%B4%EC%84%B1%EC%B4%88+77+%ED%86%A0%EB%84%88&cate=18255391,False,250ml
아누아,토너,20260614T072339Z,,,70,35280,아누아 어성초 77 히알루론산 수분 진정 토너 350ml 더블기획 (+ 어성초 크림 20ml),어성초 77 수딩 토너,아누아 어성초 77 토너,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228193&cate_c4=0&cmpny_c=EE128&link_prod_c=4779736687&keyword=%EC%95%84%EB%88%84%EC%95%84+%EC%96%B4%EC%84%B1%EC%B4%88+77+%ED%86%A0%EB%84%88&r=17814218346499&cate=18255391,True,250ml
아누아,토너,20260614T072339Z,,,70,35280,아누아 어성초 77 히알루론산 수분 진정 토너 350ml 더블기획 (+ 어성초 크림 20ml),어성초 77 수딩 토너,아누아 어성초 77 토너,danawa,200,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228193&cate_c4=0&cmpny_c=EE715&link_prod_c=F587808006&keyword=%EC%95%84%EB%88%84%EC%95%84+%EC%96%B4%EC%84%B1%EC%B4%88+77+%ED%86%A0%EB%84%88&r=17814218345304&cate=18255391,True,250ml
라운드랩,토너,20260614T072339Z,,,60,15120,라운드 랩 1025 독도 토너 500ml,1025 독도 토너,라운드랩 독도 토너,danawa,200,https://prod.danawa.com/info/?pcode=5568067&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255391,True,200ml
라운드랩,토너,20260614T072339Z,,,80,21410,라운드 랩 독도 토너 200ml + 로션 200ml,1025 독도 토너,라운드랩 독도 토너,danawa,200,https://prod.danawa.com/info/?pcode=30625664&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255390,True,200ml
라운드랩,토너,20260614T072339Z,,,60,35330,라운드 랩 1025 독도 토너 500ml+100ml,1025 독도 토너,라운드랩 독도 토너,danawa,200,https://prod.danawa.com/info/?pcode=111742991&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255391,True,200ml
라운드랩,토너,20260614T072339Z,,,80,21520,라운드 랩 1025 독도 토너 200ml + 로션 200ml,1025 독도 토너,라운드랩 독도 토너,danawa,200,https://prod.danawa.com/info/?pcode=5802548&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255390,True,200ml
라운드랩,토너,20260614T072339Z,,,80,9550,라운드 랩 1025 독도 토너 200ml,1025 독도 토너,라운드랩 독도 토너,danawa,200,https://prod.danawa.com/info/?pcode=4926856&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255391,True,200ml
라운드랩,토너,20260614T072339Z,,,60,32270,라운드 랩 1025 독도 토너 500ml(+ 독도 로션100ml),1025 독도 토너,라운드랩 독도 토너,danawa,200,https://prod.danawa.com/info/?pcode=45425615&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255390,True,200ml
라운드랩,토너,20260614T072339Z,,,60,37890,라운드 랩 1025 독도 토너 500ml + 로션 400ml,1025 독도 토너,라운드랩 독도 토너,danawa,200,https://prod.danawa.com/info/?pcode=49637408&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255390,True,200ml
