collected_at,excluded_reason,match_score,match_status,normalized_price_krw,pack_count,parsed_volume_unit,parsed_volume_value,price_krw,product_key,source,title,url,usable_for_baseline
2026-06-15T08:46:26Z,,80,candidate,9740,1,ml,200.0,9740,라운드랩1025독도토너200ml,danawa,라운드 랩 1025 독도 토너 200ml,https://prod.danawa.com/info/?pcode=4926856&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255391,True
2026-06-15T08:46:26Z,,80,candidate,21520,1,ml,200.0,21520,라운드랩1025독도토너200ml,danawa,라운드 랩 1025 독도 토너 200ml + 로션 200ml,https://prod.danawa.com/info/?pcode=5802548&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255390,True
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,32270,1,ml,500.0,32270,라운드랩1025독도토너200ml,danawa,라운드 랩 1025 독도 토너 500ml(+ 독도 로션100ml),https://prod.danawa.com/info/?pcode=45425615&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255390,False
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,37890,1,ml,500.0,37890,라운드랩1025독도토너200ml,danawa,라운드 랩 1025 독도 토너 500ml + 로션 400ml,https://prod.danawa.com/info/?pcode=49637408&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255390,False
2026-06-15T08:46:26Z,,80,candidate,15730,1,ml,200.0,15730,라운드랩1025독도토너200ml,danawa,라운드 랩 1025 독도 토너 200ml + 50ml,https://prod.danawa.com/info/?pcode=112842327&keyword=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9+%EB%8F%85%EB%8F%84+%ED%86%A0%EB%84%88&cate=18255391,True
2026-06-15T08:46:26Z,,80,candidate,13650,1,ml,50.0,13650,토리든다이브인세럼50ml,danawa,토리든 NEW 다이브 인 저분자 히알루론산 세럼 50ml,https://prod.danawa.com/info/?pcode=28055750&keyword=%ED%86%A0%EB%A6%AC%EB%93%A0+%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8+%EC%84%B8%EB%9F%BC&cate=18255393,True
2026-06-15T08:46:26Z,,80,candidate,12910,1,ml,50.0,12910,토리든다이브인세럼50ml,danawa,토리든 다이브 인 저분자 히알루론산 세럼 50ml,https://prod.danawa.com/info/?pcode=111633540&keyword=%ED%86%A0%EB%A6%AC%EB%93%A0+%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8+%EC%84%B8%EB%9F%BC&cate=18255393,True
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,26820,1,ml,100.0,26820,토리든다이브인세럼50ml,danawa,토리든 다이브 인 저분자 히알루론산 세럼 100ml,https://prod.danawa.com/info/?pcode=12440450&keyword=%ED%86%A0%EB%A6%AC%EB%93%A0+%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8+%EC%84%B8%EB%9F%BC&cate=18255393,False
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,14175,2,ml,100.0,28350,토리든다이브인세럼50ml,danawa,토리든 다이브 인 저분자 히알루론산 세럼 100mlx1개+20mlx2개,https://prod.danawa.com/info/?pcode=71940029&keyword=%ED%86%A0%EB%A6%AC%EB%93%A0+%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8+%EC%84%B8%EB%9F%BC&cate=18255393,False
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,13650,1,ml,40.0,13650,토리든다이브인세럼50ml,danawa,토리든 다이브 인 저분자 히알루론산 세럼 40ml,https://prod.danawa.com/info/?pcode=30649103&keyword=%ED%86%A0%EB%A6%AC%EB%93%A0+%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8+%EC%84%B8%EB%9F%BC&cate=18255393,False
2026-06-15T08:46:26Z,,80,candidate,28468,1,ml,50.0,28468,토리든다이브인세럼50ml,danawa,토리든 다이브 인 저분자 히알루론산 세럼 50ml + 크림 80ml,https://prod.danawa.com/info/?pcode=62598371&keyword=%ED%86%A0%EB%A6%AC%EB%93%A0+%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8+%EC%84%B8%EB%9F%BC&cate=18255390,True
2026-06-15T08:46:26Z,,80,candidate,30450,1,ml,50.0,30450,토리든다이브인세럼50ml,danawa,토리든 다이브 인 저분자 히알루론산 세럼 50ml + 크림 100ml,https://prod.danawa.com/info/?pcode=62598377&keyword=%ED%86%A0%EB%A6%AC%EB%93%A0+%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8+%EC%84%B8%EB%9F%BC&cate=18255390,True
2026-06-15T08:46:26Z,mask_or_pack_variant,80,excluded,47320,1,ml,50.0,47320,토리든다이브인세럼50ml,danawa,토리든 다이브 인 저분자 히알루론산 세럼 50ml + 마스크 10매,https://prod.danawa.com/info/?pcode=62711903&keyword=%ED%86%A0%EB%A6%AC%EB%93%A0+%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8+%EC%84%B8%EB%9F%BC&cate=18255390,False
2026-06-15T08:46:26Z,,80,candidate,13300,1,ml,100.0,13300,스킨1004마다가스카르센텔라앰플100ml,danawa,스킨 1004 마다가스카르 센텔라 앰플 100ml,https://prod.danawa.com/info/?pcode=9484215&keyword=%EC%8A%A4%ED%82%A81004+%EC%84%BC%ED%85%94%EB%9D%BC+%EC%95%B0%ED%94%8C&cate=18255393,True
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,9460,1,ml,125.0,9460,스킨1004마다가스카르센텔라앰플100ml,danawa,스킨 1004 마다가스카르 센텔라 앰플 폼 125ml,https://prod.danawa.com/info/?pcode=117523524&keyword=%EC%8A%A4%ED%82%A81004+%EC%84%BC%ED%85%94%EB%9D%BC+%EC%95%B0%ED%94%8C&cate=18322864,False
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,8950,1,ml,55.0,8950,스킨1004마다가스카르센텔라앰플100ml,danawa,스킨 1004 마다가스카르 센텔라 앰플 55ml,https://prod.danawa.com/info/?pcode=122278187&keyword=%EC%8A%A4%ED%82%A81004+%EC%84%BC%ED%85%94%EB%9D%BC+%EC%95%B0%ED%94%8C&cate=18255393,False
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,15280,1,ml,50.0,15280,스킨1004마다가스카르센텔라앰플100ml,danawa,스킨 1004 마다가스카르 센텔라 프로바이오시카 글로우 선 앰플 50ml,https://prod.danawa.com/info/?pcode=66051815&keyword=%EC%8A%A4%ED%82%A81004+%EC%84%BC%ED%85%94%EB%9D%BC+%EC%95%B0%ED%94%8C&cate=1833257,False
2026-06-15T08:46:26Z,,80,candidate,12420,1,ml,100.0,12420,스킨1004마다가스카르센텔라앰플100ml,danawa,스킨 1004 마다가스카르 센텔라 톤 브라이트닝 캡슐 앰플 100ml,https://prod.danawa.com/info/?pcode=118749221&keyword=%EC%8A%A4%ED%82%A81004+%EC%84%BC%ED%85%94%EB%9D%BC+%EC%95%B0%ED%94%8C&cate=18255393,True
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,16700,1,ml,50.0,16700,스킨1004마다가스카르센텔라앰플100ml,danawa,스킨 1004 마다가스카르 센텔라 프로바이오시카 인텐시브 앰플 50ml,https://prod.danawa.com/info/?pcode=120023388&keyword=%EC%8A%A4%ED%82%A81004+%EC%84%BC%ED%85%94%EB%9D%BC+%EC%95%B0%ED%94%8C&cate=18255393,False
2026-06-15T08:46:26Z,,80,candidate,13380,1,ml,100.0,13380,스킨1004마다가스카르센텔라앰플100ml,danawa,스킨 1004 센텔라 포어마이징 프레쉬 앰플 100ml,https://prod.danawa.com/info/?pcode=43597637&keyword=%EC%8A%A4%ED%82%A81004+%EC%84%BC%ED%85%94%EB%9D%BC+%EC%95%B0%ED%94%8C&cate=18255393,True
2026-06-15T08:46:26Z,,80,candidate,13050,1,ml,100.0,13050,스킨1004마다가스카르센텔라앰플100ml,danawa,스킨 1004 마다가스카르 센텔라 포어마이징 프레쉬 앰플 100ml,https://prod.danawa.com/info/?pcode=109745921&keyword=%EC%8A%A4%ED%82%A81004+%EC%84%BC%ED%85%94%EB%9D%BC+%EC%95%B0%ED%94%8C&cate=18255393,True
2026-06-15T08:46:26Z,,80,candidate,13710,1,ml,50.0,13710,넘버즈인3번보들보들결세럼50ml,danawa,넘버즈인 3번 보들보들 결 세럼 50ml,https://prod.danawa.com/info/?pcode=16003808&keyword=%EB%84%98%EB%B2%84%EC%A6%88%EC%9D%B8+3%EB%B2%88+%EC%84%B8%EB%9F%BC&cate=18255393,True
2026-06-15T08:46:26Z,,80,candidate,28850,1,ml,50.0,28850,넘버즈인3번보들보들결세럼50ml,danawa,넘버즈인 3번 보들보들 결 세럼 50ml,https://prod.danawa.com/info/?pcode=116096063&keyword=%EB%84%98%EB%B2%84%EC%A6%88%EC%9D%B8+3%EB%B2%88+%EC%84%B8%EB%9F%BC&cate=18255393,True
2026-06-15T08:46:26Z,mask_or_pack_variant,60,excluded,1470,1,,,1470,넘버즈인3번보들보들결세럼50ml,danawa,넘버즈인 3번 참은만큼 보들보들 결 세럼 팩,https://prod.danawa.com/info/?pcode=30358436&keyword=%EB%84%98%EB%B2%84%EC%A6%88%EC%9D%B8+3%EB%B2%88+%EC%84%B8%EB%9F%BC&cate=1833746,False
2026-06-15T08:46:26Z,,80,candidate,31230,1,ml,50.0,31230,넘버즈인3번보들보들결세럼50ml,danawa,넘버즈인 3번 보들보들 결 세럼 50ml + 리필 50ml,https://prod.danawa.com/info/?pcode=100236317&keyword=%EB%84%98%EB%B2%84%EC%A6%88%EC%9D%B8+3%EB%B2%88+%EC%84%B8%EB%9F%BC&cate=18255393,True
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,73260,1,ml,80.0,73260,넘버즈인3번보들보들결세럼50ml,danawa,넘버즈인 3번 보들보들 결 세럼 80ml,https://prod.danawa.com/info/?pcode=118498340&keyword=%EB%84%98%EB%B2%84%EC%A6%88%EC%9D%B8+3%EB%B2%88+%EC%84%B8%EB%9F%BC&cate=18255393,False
2026-06-15T08:46:26Z,mask_or_pack_variant,60,excluded,2000,5,,,10000,넘버즈인3번보들보들결세럼50ml,danawa,넘버즈인 3번 참은만큼 보들보들 결 세럼 팩 1개 5개입,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228214&cate_c4=229609&cmpny_c=TP40F&link_prod_c=I28671667070&keyword=%EB%84%98%EB%B2%84%EC%A6%88%EC%9D%B8+3%EB%B2%88+%EC%84%B8%EB%9F%BC&r=17815132009115&cate=1833746,False
2026-06-15T08:46:26Z,,80,candidate,40230,1,ml,50.0,40230,넘버즈인3번보들보들결세럼50ml,danawa,넘버즈인 뷰티톤업 넘버즈인 3번 보들보들 결 세럼 50ml 1개_MZ,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE309&link_prod_c=LO2701186242&keyword=%EB%84%98%EB%B2%84%EC%A6%88%EC%9D%B8+3%EB%B2%88+%EC%84%B8%EB%9F%BC&r=17815132004135&cate=18255393,True
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,26505,2,ml,30.0,53010,넘버즈인3번보들보들결세럼50ml,danawa,Gmarket 뷰티톤업 넘버즈인 3번 보들보들 모공결 세럼 30ml 2개,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE309&link_prod_c=LO2701191900&keyword=%EB%84%98%EB%B2%84%EC%A6%88%EC%9D%B8+3%EB%B2%88+%EC%84%B8%EB%9F%BC&r=17815132008874&cate=18255393,False
2026-06-15T08:46:26Z,,90,candidate,14490,1,ml,100.0,14490,코스알엑스어드밴스드스네일96뮤신에센스100ml,danawa,코스알엑스 어드벤스드 스네일 96 뮤신 파워 에센스 100ml,https://prod.danawa.com/info/?pcode=3929170&keyword=%EC%BD%94%EC%8A%A4%EC%95%8C%EC%97%91%EC%8A%A4+%EC%8A%A4%EB%84%A4%EC%9D%BC+96+%EC%97%90%EC%84%BC%EC%8A%A4&cate=18255393,True
2026-06-15T08:46:26Z,,70,candidate,12150,1,,,12150,코스알엑스어드밴스드스네일96뮤신에센스100ml,danawa,코스알엑스 코스알엑스 코스알엑스 어드벤스드 스네일 96 뮤신파워 에센스,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE128&link_prod_c=4702776472&keyword=%EC%BD%94%EC%8A%A4%EC%95%8C%EC%97%91%EC%8A%A4+%EC%8A%A4%EB%84%A4%EC%9D%BC+96+%EC%97%90%EC%84%BC%EC%8A%A4&r=17815132018246&cate=18255393,True
2026-06-15T08:46:26Z,,90,candidate,30330,1,ml,100.0,30330,코스알엑스어드밴스드스네일96뮤신에센스100ml,danawa,UnKnown [보습광채] 코스알엑스 어드벤스드 스네일 96 뮤신 파워 에센스 100ml,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE309&link_prod_c=LO2697089960&keyword=%EC%BD%94%EC%8A%A4%EC%95%8C%EC%97%91%EC%8A%A4+%EC%8A%A4%EB%84%A4%EC%9D%BC+96+%EC%97%90%EC%84%BC%EC%8A%A4&r=17815132013230&cate=18255393,True
2026-06-15T08:46:26Z,,90,candidate,28820,1,ml,100.0,28820,코스알엑스어드밴스드스네일96뮤신에센스100ml,danawa,[보습광채] 코스알엑스 어드벤스드 스네일 96 뮤신 파워 에센스 100ml,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=TH201&link_prod_c=9414256796&keyword=%EC%BD%94%EC%8A%A4%EC%95%8C%EC%97%91%EC%8A%A4+%EC%8A%A4%EB%84%A4%EC%9D%BC+96+%EC%97%90%EC%84%BC%EC%8A%A4&r=17815132016976&cate=18255393,True
2026-06-15T08:46:26Z,,90,candidate,46000,1,ml,100.0,46000,코스알엑스어드밴스드스네일96뮤신에센스100ml,danawa,코스알엑스 [해외] 코스알엑스 코스알엑스 어드밴스드 스네일 Advanced Snail 96 뮤신 파워 에센스 100ml,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE128&link_prod_c=4768347297&keyword=%EC%BD%94%EC%8A%A4%EC%95%8C%EC%97%91%EC%8A%A4+%EC%8A%A4%EB%84%A4%EC%9D%BC+96+%EC%97%90%EC%84%BC%EC%8A%A4&r=17815132012692&cate=18255393,True
2026-06-15T08:46:26Z,,90,candidate,46000,1,ml,100.0,46000,코스알엑스어드밴스드스네일96뮤신에센스100ml,danawa,코스알엑스 [해외] 코스알엑스 코스알엑스 어드밴스드 스네일 Advanced Snail 96 뮤신 파워 에센스 100ml,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE715&link_prod_c=F576312296&keyword=%EC%BD%94%EC%8A%A4%EC%95%8C%EC%97%91%EC%8A%A4+%EC%8A%A4%EB%84%A4%EC%9D%BC+96+%EC%97%90%EC%84%BC%EC%8A%A4&r=17815132012456&cate=18255393,True
2026-06-15T08:46:26Z,,90,candidate,12420,2,ml,100.0,24840,코스알엑스어드밴스드스네일96뮤신에센스100ml,danawa,[해외] 코스알엑스 COSRX 어드벤스드 스네일 96 뮤신 파워 에센스 100ml 2개 수분탄력광채,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE128&link_prod_c=4760637940&keyword=%EC%BD%94%EC%8A%A4%EC%95%8C%EC%97%91%EC%8A%A4+%EC%8A%A4%EB%84%A4%EC%9D%BC+96+%EC%97%90%EC%84%BC%EC%8A%A4&r=17815132013066&cate=18255393,True
2026-06-15T08:46:26Z,,90,candidate,12010,2,ml,100.0,24020,코스알엑스어드밴스드스네일96뮤신에센스100ml,danawa,[해외] 코스알엑스 COSRX 어드벤스드 스네일 96 뮤신 파워 에센스 100ml 2개 수분탄력광채,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228199&cate_c4=0&cmpny_c=EE715&link_prod_c=F569172451&keyword=%EC%BD%94%EC%8A%A4%EC%95%8C%EC%97%91%EC%8A%A4+%EC%8A%A4%EB%84%A4%EC%9D%BC+96+%EC%97%90%EC%84%BC%EC%8A%A4&r=17815132012109&cate=18255393,True
2026-06-15T08:46:26Z,,80,candidate,20150,1,ml,80.0,20150,에스트라아토베리어365크림80ml,danawa,에스트라 2세대 아토베리어 365 크림 80ml,https://prod.danawa.com/info/?pcode=37394567&keyword=%EC%97%90%EC%8A%A4%ED%8A%B8%EB%9D%BC+%EC%95%84%ED%86%A0%EB%B2%A0%EB%A6%AC%EC%96%B4365+%ED%81%AC%EB%A6%BC&cate=18355397,True
2026-06-15T08:46:26Z,,80,candidate,25800,1,ml,80.0,25800,에스트라아토베리어365크림80ml,danawa,에스트라 아토베리어 365 하이드로 수딩 크림 80ml,https://prod.danawa.com/info/?pcode=122690390&keyword=%EC%97%90%EC%8A%A4%ED%8A%B8%EB%9D%BC+%EC%95%84%ED%86%A0%EB%B2%A0%EB%A6%AC%EC%96%B4365+%ED%81%AC%EB%A6%BC&cate=18355397,True
2026-06-15T08:46:26Z,,80,candidate,20600,1,ml,80.0,20600,에스트라아토베리어365크림80ml,danawa,에스트라 2세대 아토베리어 365 크림 80ml+30ml,https://prod.danawa.com/info/?pcode=45425984&keyword=%EC%97%90%EC%8A%A4%ED%8A%B8%EB%9D%BC+%EC%95%84%ED%86%A0%EB%B2%A0%EB%A6%AC%EC%96%B4365+%ED%81%AC%EB%A6%BC&cate=18355397,True
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,12950,1,ml,120.0,12950,에스트라아토베리어365크림80ml,danawa,에스트라 아토베리어 365 크림 미스트 120ml,https://prod.danawa.com/info/?pcode=9740019&keyword=%EC%97%90%EC%8A%A4%ED%8A%B8%EB%9D%BC+%EC%95%84%ED%86%A0%EB%B2%A0%EB%A6%AC%EC%96%B4365+%ED%81%AC%EB%A6%BC&cate=1833204,False
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,31350,1,ml,90.0,31350,에스트라아토베리어365크림80ml,danawa,에스트라 아토베리어 365 크림 플러스 90ml,https://prod.danawa.com/info/?pcode=19744340&keyword=%EC%97%90%EC%8A%A4%ED%8A%B8%EB%9D%BC+%EC%95%84%ED%86%A0%EB%B2%A0%EB%A6%AC%EC%96%B4365+%ED%81%AC%EB%A6%BC&cate=18355397,False
2026-06-15T08:46:26Z,,80,candidate,18810,1,ml,80.0,18810,에스트라아토베리어365크림80ml,danawa,에스트라 아토베리어 365 크림 (구) 80ml,https://prod.danawa.com/info/?pcode=6521915&keyword=%EC%97%90%EC%8A%A4%ED%8A%B8%EB%9D%BC+%EC%95%84%ED%86%A0%EB%B2%A0%EB%A6%AC%EC%96%B4365+%ED%81%AC%EB%A6%BC&cate=18355397,True
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,21490,1,ml,60.0,21490,에스트라아토베리어365크림80ml,danawa,에스트라 아토베리어 365 하이드로 수딩 크림 60ml,https://prod.danawa.com/info/?pcode=14574704&keyword=%EC%97%90%EC%8A%A4%ED%8A%B8%EB%9D%BC+%EC%95%84%ED%86%A0%EB%B2%A0%EB%A6%AC%EC%96%B4365+%ED%81%AC%EB%A6%BC&cate=18355400,False
2026-06-15T08:46:26Z,volume_mismatch,60,excluded,18920,1,ml,250.0,18920,에스트라아토베리어365크림80ml,danawa,에스트라 아토베리어 365 바디 크림 250ml,https://prod.danawa.com/info/?pcode=16556651&keyword=%EC%97%90%EC%8A%A4%ED%8A%B8%EB%9D%BC+%EC%95%84%ED%86%A0%EB%B2%A0%EB%A6%AC%EC%96%B4365+%ED%81%AC%EB%A6%BC&cate=18323719,False
2026-06-15T08:46:26Z,volume_mismatch,70,excluded,12860,2,ml,250.0,25720,일리윤세라마이드아토집중크림200ml,danawa,일리윤 세라마이드 아토 집중 크림 250ml 2개 + 아토 집중 크림 30ml 2개,https://prod.danawa.com/info/?pcode=70679027&keyword=%EC%9D%BC%EB%A6%AC%EC%9C%A4+%EC%84%B8%EB%9D%BC%EB%A7%88%EC%9D%B4%EB%93%9C+%EC%95%84%ED%86%A0+%EC%A7%91%EC%A4%91+%ED%81%AC%EB%A6%BC&cate=18355397,False
2026-06-15T08:46:26Z,,90,candidate,13610,1,ml,200.0,13610,일리윤세라마이드아토집중크림200ml,danawa,일리윤 세라마이드 아토 집중 크림 200ml,https://prod.danawa.com/info/?pcode=5513881&keyword=%EC%9D%BC%EB%A6%AC%EC%9C%A4+%EC%84%B8%EB%9D%BC%EB%A7%88%EC%9D%B4%EB%93%9C+%EC%95%84%ED%86%A0+%EC%A7%91%EC%A4%91+%ED%81%AC%EB%A6%BC&cate=18355397,True
2026-06-15T08:46:26Z,volume_mismatch,70,excluded,23900,1,ml,500.0,23900,일리윤세라마이드아토집중크림200ml,danawa,일리윤 세라마이드 아토 집중 크림 (구) 500ml,https://prod.danawa.com/info/?pcode=5478692&keyword=%EC%9D%BC%EB%A6%AC%EC%9C%A4+%EC%84%B8%EB%9D%BC%EB%A7%88%EC%9D%B4%EB%93%9C+%EC%95%84%ED%86%A0+%EC%A7%91%EC%A4%91+%ED%81%AC%EB%A6%BC&cate=18355397,False
2026-06-15T08:46:26Z,volume_mismatch,70,excluded,16300,1,ml,230.0,16300,일리윤세라마이드아토집중크림200ml,danawa,일리윤 세라마이드 아토 집중 크림 (구) 230ml,https://prod.danawa.com/info/?pcode=94242062&keyword=%EC%9D%BC%EB%A6%AC%EC%9C%A4+%EC%84%B8%EB%9D%BC%EB%A7%88%EC%9D%B4%EB%93%9C+%EC%95%84%ED%86%A0+%EC%A7%91%EC%A4%91+%ED%81%AC%EB%A6%BC&cate=18355397,False
2026-06-15T08:46:26Z,volume_mismatch,70,excluded,12300,1,ml,230.0,12300,일리윤세라마이드아토집중크림200ml,danawa,일리윤 세라마이드 아토 집중 크림 230ml,https://prod.danawa.com/info/?pcode=114711192&keyword=%EC%9D%BC%EB%A6%AC%EC%9C%A4+%EC%84%B8%EB%9D%BC%EB%A7%88%EC%9D%B4%EB%93%9C+%EC%95%84%ED%86%A0+%EC%A7%91%EC%A4%91+%ED%81%AC%EB%A6%BC&cate=18355397,False
2026-06-15T08:46:26Z,volume_mismatch,70,excluded,8750,1,ml,150.0,8750,일리윤세라마이드아토집중크림200ml,danawa,일리윤 세라마이드 아토 집중 크림 150ml,https://prod.danawa.com/info/?pcode=10096686&keyword=%EC%9D%BC%EB%A6%AC%EC%9C%A4+%EC%84%B8%EB%9D%BC%EB%A7%88%EC%9D%B4%EB%93%9C+%EC%95%84%ED%86%A0+%EC%A7%91%EC%A4%91+%ED%81%AC%EB%A6%BC&cate=18355397,False
2026-06-15T08:46:26Z,volume_mismatch,70,excluded,8370,1,ml,30.0,8370,일리윤세라마이드아토집중크림200ml,danawa,일리윤 세라마이드 아토 집중 크림 30ml,https://prod.danawa.com/info/?pcode=94242068&keyword=%EC%9D%BC%EB%A6%AC%EC%9C%A4+%EC%84%B8%EB%9D%BC%EB%A7%88%EC%9D%B4%EB%93%9C+%EC%95%84%ED%86%A0+%EC%A7%91%EC%A4%91+%ED%81%AC%EB%A6%BC&cate=18355397,False
2026-06-15T08:46:26Z,volume_mismatch,70,excluded,24280,1,ml,500.0,24280,일리윤세라마이드아토집중크림200ml,danawa,일리윤 세라마이드 아토 집중 크림 500ml,https://prod.danawa.com/info/?pcode=110806895&keyword=%EC%9D%BC%EB%A6%AC%EC%9C%A4+%EC%84%B8%EB%9D%BC%EB%A7%88%EC%9D%B4%EB%93%9C+%EC%95%84%ED%86%A0+%EC%A7%91%EC%A4%91+%ED%81%AC%EB%A6%BC&cate=18355397,False
2026-06-15T08:46:26Z,,90,candidate,9880,1,ml,60.0,9880,에뛰드순정2x베리어크림60ml,danawa,에뛰드 하우스 순정 2x 베리어 보습 크림 60ml,https://prod.danawa.com/info/?pcode=5018784&keyword=%EC%97%90%EB%9B%B0%EB%93%9C+%EC%88%9C%EC%A0%95+2x+%EB%B2%A0%EB%A6%AC%EC%96%B4+%ED%81%AC%EB%A6%BC&cate=18355397,True
2026-06-15T08:46:26Z,,70,candidate,15640,1,,,15640,에뛰드순정2x베리어크림60ml,danawa,에뛰드 하우스 순정 2x 베리어 보습 크림 AD,https://prod.danawa.com/info/?pcode=30646763&keyword=%EC%97%90%EB%9B%B0%EB%93%9C+%EC%88%9C%EC%A0%95+2x+%EB%B2%A0%EB%A6%AC%EC%96%B4+%ED%81%AC%EB%A6%BC&cate=18355397,True
2026-06-15T08:46:26Z,,90,candidate,37810,1,ml,60.0,37810,에뛰드순정2x베리어크림60ml,danawa,수분보충 에뛰드 순정 2X 베리어 보습 크림 60ml,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228184&cate_c4=229555&cmpny_c=TH201&link_prod_c=9426085778&keyword=%EC%97%90%EB%9B%B0%EB%93%9C+%EC%88%9C%EC%A0%95+2x+%EB%B2%A0%EB%A6%AC%EC%96%B4+%ED%81%AC%EB%A6%BC&r=17815132041897&cate=18355397,True
2026-06-15T08:46:26Z,,90,candidate,37050,1,ml,60.0,37050,에뛰드순정2x베리어크림60ml,danawa,필수뷰티 에뛰드 순정 2x 베리어 보습 크림 60ml,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228184&cate_c4=229555&cmpny_c=TH201&link_prod_c=9427511848&keyword=%EC%97%90%EB%9B%B0%EB%93%9C+%EC%88%9C%EC%A0%95+2x+%EB%B2%A0%EB%A6%AC%EC%96%B4+%ED%81%AC%EB%A6%BC&r=17815132041926&cate=18355397,True
2026-06-15T08:46:26Z,,90,candidate,34200,1,ml,60.0,34200,에뛰드순정2x베리어크림60ml,danawa,에뛰드 필수뷰티 에뛰드 순정 2x 베리어 보습 크림 60ml,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228184&cate_c4=229555&cmpny_c=EE309&link_prod_c=LO2698576937&keyword=%EC%97%90%EB%9B%B0%EB%93%9C+%EC%88%9C%EC%A0%95+2x+%EB%B2%A0%EB%A6%AC%EC%96%B4+%ED%81%AC%EB%A6%BC&r=17815132044044&cate=18355397,True
2026-06-15T08:46:26Z,,90,candidate,35440,1,ml,60.0,35440,에뛰드순정2x베리어크림60ml,danawa,뷰티톤업 [ 에뛰드 ] 순정 2X 베리어 보습 크림 60ml,https://prod.danawa.com/bridge/go_link_goods.php?cate_c1=9875&cate_c2=228061&cate_c3=228184&cate_c4=229555&cmpny_c=TH201&link_prod_c=9393326103&keyword=%EC%97%90%EB%9B%B0%EB%93%9C+%EC%88%9C%EC%A0%95+2x+%EB%B2%A0%EB%A6%AC%EC%96%B4+%ED%81%AC%EB%A6%BC&r=17815132046701&cate=18355397,True
