collected_at,match_score,matched_keywords,price_krw,product_key,source,title,url
2026-06-15T08:46:26Z,90,"크림,크림,크림,크림,크림,크림,크림,크림",,에스트라아토베리어365크림80ml,algumon,투게더 오리지널 바닐라 아이스크림,https://www.algumon.com/l/d/993257?v=7334415ce7558b9532ed871e8d7f1459&t=1781513212991
